category,topic,question,answer,keywords,priority
career,"Grogi Rapat Direksi","Takut bicara depan bos-bos besar/pemilik saham.","Authority Anxiety. Kami setarakan level mental Anda. Di mata Tuhan dan hukum, semua manusia sama. Kami hilangkan rasa 'kecil' di hadapan jabatan. Anda akan mampu menyampaikan ide dengan hormat namun tetap percaya diri dan berwibawa.","bos,rapat,takut,bicara",8
career,"Wirausaha Pemula","Takut mulai bisnis, takut rugi, overthinking.","Analysis Paralysis. Kebanyakan mikir gak jalan-jalan. Kami dorong 'Action Mindset'. Rasa takut rugi diubah menjadi 'Manajemen Risiko'. Keberanian mengambil langkah pertama ditanamkan. Visi kesuksesan diperjelas untuk menarik semangat.","bisnis,usaha,mulai,takut",8
career,"Pensiunan Tentara/Polisi","Susah adaptasi jadi warga sipil, emosian/keras.","Post-Service Adjustment. Kebiasaan komando keras tidak cocok di rumah/masyarakat sipil. Kami bantu melembutkan hati dan perilaku tanpa menghilangkan jati diri ksatria. Belajar komunikasi persuasif menggantikan komunikasi instruksi.","pensiun,tentara,keras,emosi",7
relationships,"Beda Agama (Pacaran)","Galau hubungan beda agama, lanjut atau udahan.","Konflik logika vs perasaan. Kami tidak mengambil keputusan untuk Anda, tapi menjernihkan pikiran Anda dari 'Bucin'. Kami ajak Anda melihat masa depan realistis 5-10 tahun ke depan. Keputusan (pisah atau lanjut) akan muncul dari kebijaksanaan batin Anda sendiri dengan damai.","beda agama,pacar,nikah,restu",9
relationships,"Long Distance Marriage","Suami kerja di laut/tambang, kesepian dan curiga.","Tantangan istri pelaut/tambang. Kami kuatkan mental mandiri. Rasa sepi diubah menjadi waktu produktif untuk diri dan anak. Kepercayaan diperkuat. Kami bantu Anda merasa 'terhubung' secara batin meski fisik berjauhan, mengurangi drama saat komunikasi.","ldr,suami,jauh,sepi",8
relationships,"Wanita Karir vs Suami","Suami minder gaji saya lebih besar, jadi sering marah.","Ego pria terluka. Kami bantu istri untuk tetap menghormati suami sebagai kepala keluarga (leadership) di rumah, terlepas dari nominal gaji. Kami ajarkan komunikasi yang mengangkat harga diri suami, sehingga keharmonisan terjaga tanpa harus resign kerja.","gaji,istri,karir,suami",8
relationships,"Child-free Conflict","Saya mau child-free, pasangan/ortu maksa punya anak.","Tekanan sosial berat. Kami bantu Anda untuk yakin dan tenang dengan pilihan hidup Anda (jika sudah final), atau membuka blok jika sebenarnya Anda takut punya anak (tokophobia). Yang utama adalah ketenangan batin menghadapi komentar miring orang lain.","anak,mandul,bebas,nikah",8
relationships,"Adopsi Anak (Bonding)","Saya adopsi anak tapi kok rasanya belum sayang ya?","Bonding issue. Rasa sayang bisa ditumbuhkan. Kami bantu Anda melihat jiwa anak ini sebagai titipan Allah yang spesial untuk Anda. Kami hapus keraguan 'Bukan darah daging sendiri'. Perlahan rasa kasih sayang ibu-anak akan mengalir alami dari hati.","adopsi,anak,sayang,bonding",7
relationships,"Ibu Tiri/Ayah Tiri","Anak tiri benci saya, saya jadi stres di rumah sendiri.","Blended Family challenge. Jangan memaksa menggantikan posisi orang tua kandung. Kami bantu Anda menjadi 'Sahabat Dewasa' yang asik dulu. Kami kurangi ekspektasi berlebih. Kesabaran dan ketulusan ditanamkan di bawah sadar, yang lama-lama akan meluluhkan hati anak.","tiri,anak,benci,keluarga",7
relationships,"Mantan Menghantui","Sudah nikah tapi masih kebayang mantan pacar terus.","Emotional Affair di pikiran. Bahaya buat rumah tangga. Kami lakukan 'Cord Cutting' final. Kenangan mantan diarsipkan di 'Museum Masa Lalu' yang berdebu dan tidak menarik lagi. Fokus energi cinta dipindahkan sepenuhnya ke pasangan sah sekarang.","mantan,ingat,nikah,selingkuh",9
relationships,"KDRT Verbal","Suami gak mukul tapi omongannya kasar merendahkan.","Verbal Abuse merusak mental. Kami bangun 'Tembok Harga Diri'. Kata-kata kasar mental tidak masuk ke hati. Kami juga bangkitkan keberanian Anda untuk menetapkan batasan (boundaries): 'Saya tidak terima dibentak'. Ketegasan istri seringkali justru menghentikan perilaku suami.","kasar,bentak,suami,sakit hati",9
relationships,"Istri Dominan","Istri saya terlalu ngatur, saya merasa gak punya wibawa.","Suami takut istri. Kami gali akar ketakutan (mungkin figur ibu galak?). Kami bangkitkan 'Maskulinitas Sehat'. Bukan jadi kasar, tapi jadi pemimpin yang tegas dan mengayomi. Saat suami berubah wibawa, pola istri biasanya otomatis melunak menyesuaikan.","istri,galak,takut,suami",8
relationships,"Pasangan Narsistik","Capek hadapi pasangan yang merasa paling benar & manipulatif.","Narcissistic Victim Syndrome. Anda dibuat merasa gila (Gaslighting). Kami pulihkan realita Anda. 'Anda waras, Anda benar'. Kami latih teknik 'Grey Rock' (jadi membosankan bagi narsis) dan emotional detachment agar manipulasi dia tidak lagi mempan menyakiti Anda.","narsis,ego,manipulasi,korban",9
islamic,"Susah Tahajud","Pengen bangun malam tapi berat banget matanya.","Blok mental atau dosa. Kami set 'Spiritual Alarm'. Niat ditanamkan ke dalam Reticular Activating System (RAS). Tidur lebih awal dengan wudhu. Sugesti: 'Bangun tahajud itu nikmat, seperti janji kencan dengan Allah'. Otak akan membangunkan fisik dengan segar.","tahajud,tidur,malas,ibadah",8
islamic,"Riya' & Ujub","Takut ibadah saya gak diterima karena pamer (Riya).","Penyakit hati halus. Kami bantu meluruskan niat (Rectification of Intention). Latihan: 'Ibadah sembunyi-sembunyi'. Menanamkan rasa bahwa pujian manusia itu sampah, hanya ridho Allah yang emas. Fokus batin dikembalikan hanya kepada Sang Khalik.","riya,pamer,sombong,ibadah",8
islamic,"Takabur/Sombong","Merasa lebih baik dari orang lain, hati keras.","Kami lakukan 'Ego Dissolution'. Membayangkan asal kejadian manusia dari tanah dan air hina. Mengingat kematian yang bisa datang kapan saja. Terapi ini melembutkan hati yang keras, memunculkan sifat tawadhu (rendah hati) yang menyejukkan.","sombong,hebat,krs,hati",8
islamic,"Was-was Wudhu","Wudhu diulang-ulang takut gak sah, boros air.","OCD Religi. Setan membisikkan keraguan. Kami potong loop keraguan itu. Sugesti: 'Yakin itu kuat, ragu itu lemah'. Kami tanamkan kaidah Fikih: 'Keyakinan tidak bisa dikalahkan keraguan'. Sekali basuh rata = SAH. Titik. Hati jadi mantap.","wudhu,ragu,ulang,sah",9
islamic,"Was-was Kentut Sholat","Lagi sholat terasa kayak kentut, padahal enggak.","Gangguan fisik/psikis umum. Jika tidak ada suara/bau, itu hanya kedutan otot/setan. Kami latih fokus (Khusyuk) mengabaikan sensasi dubur. Fokus dialihkan ke dada/bacaan sholat. Seringkali sensasi itu hilang saat tidak diperhatikan.","sholat,kentut,batal,ragu",8
islamic,"Takut Mati Suul Khotimah","Cemas berlebih takut mati dalam keadaan buruk.","Kecemasan ini tanda iman (takut dosa), tapi kalau berlebih jadi putus asa. Kami seimbangkan Khauf (Takut) dan Raja' (Harap). Kami bantu Anda fokus pada persiapan amal hari ini, karena 'Seseorang akan mati sesuai kebiasaan hidupnya'. Hiduplah baik, insya Allah mati baik.","mati,dosa,neraka,takut",9
islamic,"Malas Baca Quran","Quran berdebu, berat banget mau buka.","Ada hijab di hati. Kami bersihkan dengan Istighfar Therapy. Kami ubah asosiasi: 'Baca Quran = Charging Jiwa'. Mulai dari target kecil (One Day One Ayat) yang menyenangkan, bukan beban 1 juz yang berat. Konsistensi dibangun perlahan.","quran,ngaji,malas,baca",8
islamic,"Sering Mengumpat","Susah ngerem mulut ngomong kotor/kebun binatang.","Kebiasaan verbal refleks. Kami pasang 'Rem Mulut'. Sebelum kata kotor keluar, lidah terasa kaku atau hati beristighfar. Kami ganti kata kotor dengan kata pengganti yang netral (misal: 'Asem', 'Waduh') atau dzikir.","kotor,kasar,mulut,ngomong",7
islamic,"Dendam Warisan","Keluarga saya musuhan sama paman turun temurun.","Memutus rantai kebencian. Kami bantu Anda menyadari bahwa dosa/masalah orang tua bukan beban Anda. Anda berhak berdamai dan menyambung silaturahmi. Memaafkan demi Allah, membebaskan diri dari kutukan dendam keluarga.","dendam,keluarga,musuh,waris",8
islamic,"Jodoh Tak Kunjung Datang (Spiritual)","Apa saya kena sihir penghalang jodoh?","Seringkali bukan sihir, tapi 'Aura Tertutup' karena kesedihan/keputusasaan. Kami lakukan 'Cleansing Aura'. Membuang mentalitas korban. Memancarkan aura positif, ceria, dan tawakkal. Aura yang cerah adalah magnet jodoh terbaik.","jodoh,sihir,tutup,nikah",9
self_dev,"Speed Reading","Mau baca buku cepat dan paham (untuk mahasiswa/riset).","Kami relaksasi otot mata agar jangkauan pandang melebar (peripheral vision). Menghilangkan kebiasaan mengeja dalam hati (sub-vocalization) yang bikin lambat. Otak diprogram untuk menyerap keyword halaman dengan cepat seperti scanner.","baca,cepat,buku,belajar",7
self_dev,"Memory Enhancement","Sering lupa nama orang baru kenal.","Kami ajarkan teknik asosiasi imajinatif. Saat kenalan, wajah orang itu dikaitkan dengan namanya lewat gambar lucu di kepala. Hipnoterapi mempertajam daya ingat jangka pendek dan pemanggilan kembali (recall) data.","lupa,ingat,memori,nama",7
self_dev,"Bangun Pagi","Susah bangun subuh, alarm dimatiin tidur lagi.","Kami program jam biologis. Niat bangun jam 4 pagi ditanam kuat. Sugesti: 'Saat alarm bunyi, tubuh langsung duduk dan segar'. Menghilangkan rasa berat/kantuk (sleep inertia) saat membuka mata.","pagi,subuh,bangun,tidur",8
self_dev,"Public Speaking Humor","Bisa bicara tapi kaku, pengen bisa lucu/santai.","Humor butuh kecerdasan dan rileks. Kami bantu Anda melepas 'Topeng Jaim'. Menertawakan diri sendiri adalah kunci. Saat Anda rileks dan autentik, humor akan mengalir natural tanpa dipaksa, audiens pun senang.","lucu,humor,kaku,bicara",6
self_dev,"Belajar Skill Baru (Coding/Desain)","Belajar hal baru rasanya susah masuk otak (Mental Block).","Learning Agility. Kami buka mindset: 'Otak saya plastis dan bisa belajar apa saja'. Rasa frustrasi saat error diubah menjadi rasa penasaran: 'Hmm, apa solusinya?'. Proses belajar jadi adiktif positif.","belajar,skill,susah,bisa",7
self_dev,"Manajemen Waktu","Sehari 24 jam rasanya kurang, keteteran.","Masalah prioritas dan fokus. Kami bantu Anda membedakan 'Penting' vs 'Mendesak'. Menghilangkan distraksi digital. Anda akan bekerja dalam mode 'Deep Work', di mana 1 jam kerja fokus setara 4 jam kerja biasa. Waktu jadi terasa longgar.","waktu,sibuk,telat,jadwal",8
self_dev,"Charisma Building","Pengen punya wibawa dan disukai banyak orang.","Kharisma adalah pancaran energi 'Hadir Utuh' (Presence). Kami latih Anda untuk benar-benar hadir saat bicara dengan orang (Active Listening), kontak mata teduh, dan bahasa tubuh terbuka. Orang akan merasa spesial di dekat Anda.","wibawa,kharisma,keren,pemimpin",8
self_dev,"Decision Making","Plin-plan, susah ambil keputusan sederhana.","Ragu-ragu menghabiskan energi. Kami hubungkan logika dengan intuisi (Gut Feeling). Latihan ambil keputusan kecil cepat (pilih menu makan < 1 menit). Kepercayaan diri pada pilihan sendiri ditingkatkan. 'Salah itu belajar, diam itu mati'.","ragu,pilih,putus,bingung",7
self_dev,"Kebersihan/Kerapian","Kamar berantakan banget, malas beres-beres.","Lingkungan cerminan pikiran. Kami tanamkan nilai: 'Bersih itu Nyaman & Berkah'. Kegiatan menyapu/lipat baju dijadikan meditasi bergerak (Zen Cleaning). Rasa malas diganti kepuasan melihat ruangan rapi.","bersih,rapi,malas,jorok",7
self_dev,"Tulisan Tangan Bagus","Tulisan ceker ayam, mau perbaiki (Graphotherapy).","Tulisan tangan terkait karakter. Dengan melatih menulis rapi dan teratur secara sadar (latihan motorik halus), kita juga merapikan kekacauan di pikiran. Kesabaran dilatih lewat goresan pena.","tulis,jelek,rapi,baca",6
habits,"Ngupil di Depan Umum","Sering gak sadar ngupil pas ngobrol, malu-maluin.","Kebiasaan bawah sadar tangan 'main'. Kami beri 'Alert System'. Saat tangan naik ke hidung, otomatis muncul rasa sadar atau gatal di telapak tangan sehingga urung dilakukan. Kesadaran sosial ditingkatkan.","ngupil,jorok,tangan,malu",6
habits,"Gigit Bibir/Kupas Kulit Bibir","Bibir sampai berdarah dikupas terus kalau cemas.","Skin Picking disorder ringan. Penyaluran cemas yang merusak. Kami ganti salurannya. Saat cemas, jari dialihkan memegang tasbih atau stress ball. Bibir disugestikan harus tetap mulus dan licin.","bibir,darah,kupas,cemas",7
habits,"Membungkuk (Postur)","Jalan bungkuk, sering ditegur orang.","Postur tubuh mempengaruhi emosi (Body-Mind). Kami install 'Tali Imajiner' yang menarik ubun-ubun ke langit. Tubuh otomatis tegak. Rasa percaya diri juga otomatis naik saat punggung tegak.","bungkuk,tegak,jalan,badan",7
habits,"Kletek Jari/Leher","Bunyiin jari/leher tiap 5 menit, ganggu orang.","Obsesi bunyi 'kretek'. Kami bantu menahan dorongan itu. Kami visualisasikan sendi-sendi Anda dilumasi minyak sehingga nyaman tanpa harus dikretek. Rasa pegal diatasi dengan stretching otot yang benar, bukan dipatahkan.","jari,bunyi,kretek,pegal",6
habits,"Makan Cepat","Makan kayak dikejar setan, kunyah cuma 3x telan.","Penyebab gangguan pencernaan dan obesitas. Kami ajarkan 'Mindful Eating'. Menikmati setiap tekstur dan rasa. Meletakkan sendok setiap suapan. Makan pelan menjadi ritual kenikmatan baru, perut cepat kenyang.","makan,cepat,kunyah,lambung",7
habits,"Suka Menyela Bicara","Orang belum selesai ngomong sudah dipotong.","Tanda ketidaksabaran ego. Kami latih 'Active Listening'. Menahan diri itu tanda kecerdasan. Kami beri sugesti: 'Dengarkan sampai titik, baru bicara'. Kualitas obrolan akan meningkat drastis.","potong,bicara,sabar,dengar",7
habits,"Belanja Lapar Mata","Beli makanan banyak tapi gak dimakan (Food Waste).","Lapar mata itu lapar emosi. Kami latih bertanya: 'Perut muat gak?'. Membayangkan rasa kenyang begah sebelum membeli. Menghargai makanan agar tidak mubazir (dosa temannya setan).","makan,beli,buang,boros",7
habits,"Tarik-tarik Rambut (Ringan)","Suka mainin rambut diputer-puter sampai rontok.","Kebiasaan soothing (menenangkan diri). Kami ganti objeknya. Mainin rambut diganti mainin gelang atau cincin. Tangan disibukkan dengan aktivitas lain saat sedang bengong/nonton TV.","rambut,putar,tangan,botak",6
habits,"Menggeretakkan Gigi (Bruxism)","Tidur sambil bunyi gigi (kerot), bangun rahang sakit.","Bruxism tanda stres terpendam keluar saat tidur. Kami relaksasi otot rahang (Jaw Release) sebelum tidur. Emosi siang hari diselesaikan/diikhlaskan sebelum mata terpejam, sehingga tidur tenang tanpa gerinda gigi.","gigi,bunyi,tidur,sakit",7
habits,"Suka Ngaret (Telat)","Janji jam 9 datang jam 10, teman pada sebel.","Chronic Lateness. Meremehkan waktu orang. Kami ubah jam internal Anda 'Majukan 30 menit'. Rasa malu datang telat diperbesar. Disiplin waktu dimaknai sebagai integritas diri dan penghormatan pada orang lain.","telat,jam,ngaret,janji",8
admin,"Voucher Hadiah","Ada voucher buat kado ultah teman?","Ada! 'Gift of Peace'. Anda bisa membelikan sesi terapi untuk orang tersayang (pasangan/ortu/teman). Voucher fisik cantik atau digital e-card. Berlaku 3 bulan. Kado kesehatan mental adalah kado terbaik.","kado,hadiah,voucher,ultah",6
admin,"Reschedule Dadakan","Anak sakit, bisa reschedule hari ini?","Untuk *Force Majeure* (sakit mendadak/musibah), kami berikan toleransi reschedule 1x tanpa denda, meski kurang dari 24 jam. Harap kirim bukti (surat dokter/foto) ke admin. Kami doakan lekas sembuh.","jadwal,ganti,sakit,batal",8
admin,"Telat Datang Sesi","Macet parah, saya telat 30 menit.","Waktu sesi Anda terhitung sesuai jadwal booking (karena ada klien lain setelah Anda). Jika telat 30 menit, maka sisa waktu terapi tinggal 90 menit (dari paket 2 jam). Kami akan maksimalkan sisa waktu yang ada. Harap spare waktu macet.","telat,macet,waktu,rugi",8
admin,"Parkir Kendaraan","Parkir di Albashiro aman/luas?","Kami menyediakan parkir luas untuk 5 mobil dan 20 motor. Keamanan dijaga satpam & CCTV 24 jam. Parkir Gratis (Free Valet jika penuh). Akses kursi roda juga tersedia dari parkiran ke ruang terapi.","parkir,mobil,motor,aman",7
admin,"Lokasi Cabang","Ada cabang di Jakarta Selatan/Surabaya?","Saat ini pusat Albashiro ada di [LOKASI UTAMA]. Kami sedang merintis cabang di kota-kota besar. Namun, layanan **Hipnoterapi Online** kami bisa menjangkau seluruh dunia dan terbukti sama efektifnya. Mau coba online dulu?","cabang,lokasi,kota,alamat",9
admin,"Franchise/Mitra","Bisa buka franchise Albashiro di kota saya?","Kami membuka peluang kemitraan 'Albashiro Point' bagi psikolog/terapis bersertifikat. Sistem bagi hasil dan standarisasi SOP Islami yang ketat. Silakan kirim proposal ke email bisnis kami untuk dipelajari.","bisnis,mitra,buka,cabang",6
admin,"Lowongan Terapis","Lagi buka lowongan kerja terapis?","Kami selalu mencari talenta. Syarat: (1) Sertifikasi Hipnoterapi resmi (IBH/Nasional), (2) Paham psikologi Islam, (3) Bebas rokok/narkoba, (4) Lulus tes praktik & wawancara akhlak. Kirim CV ke email HRD kami.","loker,kerja,terapis,karir",7
admin,"Metode Pembayaran","Bisa bayar pakai Kartu Kredit/QRIS?","Bisa. Kami menerima Transfer Bank (BCA/Mandiri), QRIS (GoPay/OVO/Dana), dan Kartu Kredit (via link payment gateway). Pembayaran lunas atau DP 50% dilakukan sebelum sesi dimulai.","bayar,atm,kredit,qris",8
admin,"Bawa Anak Kecil","Saya terapi, anak gak ada yang jaga, boleh dibawa?","Jika anak masih balita, disarankan membawa pengasuh/orang lain untuk menjaga di ruang tunggu (ada area bermain anak). Anak tidak boleh masuk ruang terapi saat orang tua diterapi agar Anda bisa fokus total dan rileks tanpa gangguan suara anak.","anak,bawa,jaga,ruang",7
admin,"Kerahasiaan CCTV","Ada CCTV di ruang terapi? Aman privasi?","Ada CCTV HANYA visual (tanpa suara) yang mengarah ke pintu (bukan ke wajah klien close-up) demi keamanan standar medis & menghindari fitnah (khalwat). Rekaman dijaga super ketat oleh manajemen pusat dan otomatis terhapus tiap 30 hari.","cctv,kamera,rekam,aman",7
admin,"Bahasa Asing","Terapisnya bisa bahasa Inggris?","Ya, kami memiliki Senior Therapist yang fasih berbahasa Inggris (English Speaking Hypnotherapist) untuk ekspatriat atau klien internasional. Ada tambahan biaya 20% untuk sesi bahasa Inggris.","inggris,english,bule,bahasa",7
admin,"Paket Bundling Keluarga","Mau terapi sekeluarga (Ayah, Ibu, 2 Anak).","Ambil 'Family Harmony Package'. Diskon 25% untuk 4 orang. Jadwal bisa diblokir seharian khusus untuk keluarga Anda (VIP). Kami kombinasi sesi individual dan sesi konseling keluarga bersama. Solusi tuntas satu rumah.","keluarga,paket,diskon,promo",8
admin,"Legalitas Klinik","Albashiro ini resmi ada izinnya?","Resmi. Albashiro berbadan hukum (PT/Yayasan) dan terdaftar di Dinas Kesehatan (STPT - Surat Terdaftar Penyehat Tradisional/Komplementer). Terapis kami juga anggota aktif organisasi profesi hipnoterapi nasional (IBH/PRAHIPTI). Aman dan legal.","izin,legal,resmi,dinkes",9
admin,"Terapis Wanita/Pria","Saya wanita mau terapis wanita saja, bisa?","Sangat bisa. Sesuai prinsip Syariah, kami utamakan klien wanita dengan terapis wanita (Ukhti), dan pria dengan pria (Akhi). Harap request saat booking agar disesuaikan jadwalnya.","wanita,pria,gender,muhrim",9
admin,"Konsultasi Gratis","Bisa tanya-tanya dulu gratis sebelum booking?","Bisa! Kami sediakan 'Free Discovery Call' 15 menit via telepon/WA Call dengan admin/konsultan kami. Anda bisa curhat singkat untuk memastikan apakah hipnoterapi cocok untuk masalah Anda sebelum bayar.","gratis,tanya,telpon,konsul",9
admin,"Jaminan Kesembuhan","Kalau 10 sesi gak sembuh gimana?","Jika progres stagnan, kami akan lakukan 'Case Conference' (diskusi tim ahli) untuk bedah kasus Anda. Mungkin perlu pendekatan lain atau rujukan ke Psikiater/Dokter (jika ada kelainan organik). Kami tidak akan membiarkan Anda terkatung-katung tanpa solusi.","gagal,sembuh,jamin,rugi",8
admin,"Hipnoterapi vs Gendam","Apa bedanya sama gendam di jalanan?","Beda total. Gendam pakai *Shock Induction* (kaget) dan niat jahat. Hipnoterapi pakai *Relaxation* (izin) dan niat mulia. Gendam membuat linglung, Hipnoterapi membuat fokus dan berdaya. Di sini Anda aman.","gendam,beda,jahat,sihir",9
admin,"Ruangan Dingin/AC","Saya gak kuat dingin AC.","Ruangan kami full AC demi kenyamanan alat dan kedap suara. TAPI, kami sediakan selimut tebal yang nyaman. Anda juga bisa minta terapis menaikkan suhu AC. Kenyamanan fisik Anda adalah prioritas agar bisa trance.","ac,dingin,selimut,suhu",6
admin,"Toilet/Musholla","Ada tempat sholat?","Ada Musholla bersih terpisah (Ikhwan/Akhwat) lengkap dengan alat sholat. Toilet juga bersih standar hotel. Anda bisa sholat dulu sebelum terapi agar hati lebih tenang.","sholat,musholla,wudhu,wc",7
admin,"Aftercare Support","Habis terapi kalau bingung tanya siapa?","Kami punya layanan 'WA Support' selama 7 hari pasca sesi. Anda bisa chat terapis Anda (via admin) jika ada sensasi fisik/emosi yang membingungkan. Kami akan pandu Anda masa integrasi ini.","tanya,chat,wa,dukung",8
admin,"Media Sosial","IG/TikTok Albashiro apa?","Follow @AlbashiroTherapy di IG dan TikTok. Banyak tips kesehatan mental Islami, video relaksasi 1 menit, dan info promo terbaru. DM kami sering balas lho!","ig,sosmed,tiktok,follow",7
admin,"Usia Minimal","Anak paling kecil umur berapa bisa terapi?","Idealnya mulai usia 5 tahun (sudah lancar bicara/komunikasi dua arah). Di bawah 5 tahun, kami terapi ORANG TUANYA (Hypnoparenting), karena emosi anak balita 90% menyerap emosi ibunya. Ibu tenang, anak tenang.","umur,kecil,bayi,minimal",8
admin,"Disabilitas/Tuna Netra","Saya tunanetra, bisa terapi?","Bisa sekali. Hipnoterapi berbasis Auditori (suara) dan Kinestetik (rasa). Saudara tunanetra sangat peka pendengarannya sehingga seringkali lebih cepat masuk kondisi trance yang dalam dan efektif. Kami siap memandu mobilitas Anda di klinik.","buta,netra,disabilitas,bisa",8
admin,"Pasien Skizofrenia","Kakak saya ODGJ/Skizofrenia (halusinasi), bisa?","Mohon maaf, untuk Skizofrenia/Bipolar fase manik/Psikosis (lepas realita), hipnoterapi KONTRADIKSI (tidak disarankan). Ranahnya Psikiater (obat). Kami hanya bisa bantu keluarganya (Caregiver) untuk mengelola stres mengurus pasien.","gila,odgj,skizo,berat",9
admin,"Kejang/Epilepsi","Saya punya riwayat ayan/epilepsi.","Wajib lapor saat anamnesis. Kami akan hindari teknik 'Shock Induction' atau lampu strobo/visualisasi kedip cepat. Kami gunakan induksi relaksasi lambat (Maternal) yang aman untuk saraf otak Anda.","ayan,epilepsi,kejang,sakit",9
admin,"Makan Sebelum Sesi","Harus puasa sebelum terapi?","JANGAN puasa. Makanlah secukupnya 1 jam sebelum sesi. Kalau perut kosong, asam lambung naik bikin gak fokus. Kalau kekenyangan, malah ngantuk berat (bukan trance). Makan normal saja.","makan,puasa,lapar,siap",7
admin,"Bawa Rekam Medis","Perlu bawa hasil lab/diagnosa dokter?","Sangat membantu! Jika masalah Anda fisik (psikosomatis), tolong bawa hasil lab/surat dokter yang menyatakan 'Fisik Normal/Sehat'. Ini meyakinkan bawah sadar bahwa sakitnya murni pikiran, sehingga terapi lebih cepat tembus.","dokter,lab,surat,bawa",8
admin,"Pakaian","Harus pakai baju putih/tertentu?","Bebas, yang penting sopan, menutup aurat (sesuai syariah), dan NYAMAN. Hindari jeans ketat atau ikat pinggang kencang yang menekan perut. Kita akan banyak duduk/berbaring rileks.","baju,pakaian,celana,ketat",7
category,topic,question,answer,keywords,priority
emotions,"Rasa Malu (Shame)","Saya punya aib masa lalu yang bikin malu banget sampai sekarang.","Shame (rasa malu) adalah emosi yang paling merusak karena menyerang identitas ('Saya produk gagal'). Di Albashiro, kami bedakan antara 'Guilt' (Saya berbuat salah) dan 'Shame' (Saya salah). Kami bantu Anda memisahkan perilaku buruk masa lalu dari diri Anda yang berharga saat ini. Aib ditutup rapat, hati dibersihkan.","malu,aib,hina,kotor",9
emotions,"Rasa Bersalah (Guilt)","Merasa bersalah terus karena dulu kurang baik sama almarhum orang tua.","Unfinished Business. Rasa bersalah pada yang sudah meninggal sangat menyiksa. Kami gunakan teknik 'Chair Therapy' atau visualisasi roh. Anda akan berdialog, meminta maaf, dan 'mendengar' jawaban memaafkan dari mereka di alam bawah sadar. Ini memberikan rasa lega (closure) yang luar biasa.","salah,dosa,nyesal,ortu",9
emotions,"Kesepian (Loneliness)","Punya banyak teman tapi merasa sepi banget di hati.","Ini 'Existential Loneliness'. Merasa tidak terkoneksi. Kami bantu Anda membangun koneksi dengan Diri Sendiri (Self-Connection) dan Allah. Saat Anda nyaman dengan diri sendiri, rasa sepi berubah menjadi 'Solitude' (Kesendirian yang Nikmat). Anda tidak lagi butuh keramaian untuk merasa hidup.","sepi,sendiri,kosong,hampa",8
emotions,"Iri Hati (Envy/Hasad)","Suka sakit hati kalau lihat teman sukses di IG.","Social Media Envy. Kami reframe: 'Kesuksesan orang lain adalah bukti bahwa sukses itu MUNGKIN, termasuk buat saya'. Kami ubah energi Iri (mengapa dia?) menjadi Inspirasi (bagaimana caranya?). Hati lebih adem, rezeki lebih mudah mendekat.","iri,dengki,julid,panas",8
emotions,"Apathy (Mati Rasa)","Gak sedih gak senang, datar aja rasanya hidup ini.","Emotional Numbness adalah mekanisme pertahanan karena pernah sakit terlalu dalam. Hati 'mematikan saklar' biar gak sakit, tapi jadinya gak bisa bahagia juga. Kami nyalakan lagi saklar perasaan itu perlahan-lahan dalam zona aman, supaya hidup kembali berwarna.","datar,bosan,hambar,rasa",8
emotions,"Rasa Ditolak (Rejection)","Sering ditolak (kerja/cinta), jadi merasa gak berharga.","Luka penolakan mengaktifkan area otak yang sama dengan nyeri fisik. Kami sembuhkan 'Luka Batin' ini. Kami tanamkan belief: 'Ditolak itu diselamatkan dari yang tidak cocok'. Self-worth Anda dibangun dari dalam, bukan dari penerimaan orang lain.","tolak,gagal,sakit,sedih",8
emotions,"Kewalahan (Overwhelmed)","Kepala mau pecah, terlalu banyak masalah datang barengan.","Mental Congestion. Ibarat komputer kebanyakan buka tab. Kami ajak Anda 'Defrag' otak. Memilah masalah: Mana yang bisa dikontrol, mana yang harus dilepas. Teknik relaksasi napas dalam 5 menit bisa menurunkan level kortisol instan agar bisa berpikir jernih lagi.","pusing,stres,pecah,banyak",9
emotions,"Rindu Mantan (Limerence)","Obsesi mikirin mantan padahal dia udah nikah.","Limerence bukan cinta, tapi kecanduan dopamin dari fantasi. Kami putus suplai 'narkoba emosi' ini. Kami hancurkan idealisasi sosok mantan (membuatnya terlihat biasa saja/banyak kurangnya). Fokus energi ditarik kembali untuk mencintai diri sendiri.","mantan,rindu,kangen,gamon",8
emotions,"Takut Diabai (Abandonment)","Takut banget ditinggal pasangan, jadi nempel terus (Clingy).","Abandonment Issue biasanya dari masa kecil (sering ditinggal ortu kerja/cerai). Kami penuhi tangki kasih sayang 'Inner Child' Anda. Saat anak kecil di dalam diri Anda merasa aman, Anda yang dewasa tidak akan lagi posesif atau takut sendirian.","tinggal,pisah,takut,sendiri",9
life_events,"Quarter Life Crisis","Umur 25 tahun, teman udah nikah/sukses, saya gini-gini aja.","Fase wajar mencari jati diri. Jangan bandingkan 'Behind the scene' Anda dengan 'Highlight reel' orang lain. Kami bantu temukan 'Ikigai' (Tujuan Hidup) Anda. Fokus pada progress diri sendiri sekecil apapun. Crisis diubah menjadi Awakening (Kebangkitan).","umur 25,bingung,krisis,gagal",8
